,Cd_Exercicio,Ds_Funcao,Ds_SubFuncao,Ds_Orgao,ProjetoAtividade,Ds_Projeto_Atividade,Vl_Orcado_Ano,Vl_Orcado_Atualizado,Vl_Liquidado
106,2017,Urbanismo,Infra-Estrutura Urbana,SECRETARIA MUNICIPAL DAS PREFEITURAS REGIONAIS,1506,Coordenação das Subprefeituras da Cidade de São Paulo,0,0.0,0.0
107,2017,Urbanismo,Infra-Estrutura Urbana,SECRETARIA MUNICIPAL DAS PREFEITURAS REGIONAIS,1506,Coordenação das Subprefeituras da Cidade de São Paulo,628000,98000.0,0.0
108,2017,Urbanismo,Infra-Estrutura Urbana,SECRETARIA MUNICIPAL DAS PREFEITURAS REGIONAIS,1676,Manutenção Básica de Viadutos,1000000,1000000.0,0.0
109,2017,Urbanismo,Infra-Estrutura Urbana,SECRETARIA MUNICIPAL DAS PREFEITURAS REGIONAIS,1677,Recuperação de Calçamentos Municipais,1000000,1000000.0,0.0
110,2017,Urbanismo,Infra-Estrutura Urbana,SECRETARIA MUNICIPAL DAS PREFEITURAS REGIONAIS,1764,"Instalação de Aparelhos para a 3ª Idade, Playground para Crianças e Revitalização de Praças",300000,300000.0,0.0
111,2017,Urbanismo,Infra-Estrutura Urbana,SECRETARIA MUNICIPAL DAS PREFEITURAS REGIONAIS,1925,Instalação de Grama Natural e Reforma dos Alambrados no Campo da Praça Nicolau de Moraes Barros - Barra Funda,350000,350000.0,0.0
112,2017,Urbanismo,Infra-Estrutura Urbana,SECRETARIA MUNICIPAL DAS PREFEITURAS REGIONAIS,1964,"Programa Colaborativo de Manutenção e Melhorias das Praças Giovani Bruno, Vilaboim, Acibe Ballan Camasmie, Benedito Calixto e Eder Sales",50000,50000.0,0.0
116,2017,Urbanismo,Serviços Urbanos,SECRETARIA MUNICIPAL DAS PREFEITURAS REGIONAIS,1218,Reforma e Acessibilidade de Passeios Públicos,800000,400000.0,0.0
123,2017,Urbanismo,Serviços Urbanos,SECRETARIA MUNICIPAL DAS PREFEITURAS REGIONAIS,1302,"Pavimentação na rua Barão Antonio de Angra, - Jardim Apurá - Subprefeitura Cidade Ademar",150000,150000.0,0.0
124,2017,Urbanismo,Serviços Urbanos,SECRETARIA MUNICIPAL DAS PREFEITURAS REGIONAIS,1303,"Recapeamento Asfáltico na Rua Jaques Hotimyks, 12 - Jardim Paris",30000,21000.0,0.0
125,2017,Urbanismo,Serviços Urbanos,SECRETARIA MUNICIPAL DAS PREFEITURAS REGIONAIS,1305,Recapeamento Asfáltico da Rua Luiz Gonzaga Freire - Jardim Helga,30000,21000.0,0.0
126,2017,Urbanismo,Serviços Urbanos,SECRETARIA MUNICIPAL DAS PREFEITURAS REGIONAIS,1306,"Pavimentação Asfáltica na Rua Mario Marcondes Pereira, 10 - Parque Europa",30000,21000.0,0.0
127,2017,Urbanismo,Serviços Urbanos,SECRETARIA MUNICIPAL DAS PREFEITURAS REGIONAIS,1307,"Recapeamento Asfáltico da Rua Campos Borges, Jardim Caiçara",30000,30000.0,0.0
128,2017,Urbanismo,Serviços Urbanos,SECRETARIA MUNICIPAL DAS PREFEITURAS REGIONAIS,1308,"Recapeamento Asfáltico da Rua Ernesto Farrar, altura do número 17 e na Rua Sebastian Bodinus, altura do número 777 Alto do Riviera",30000,30000.0,0.0
129,2017,Urbanismo,Serviços Urbanos,SECRETARIA MUNICIPAL DAS PREFEITURAS REGIONAIS,1309,"Recapeamento Asfáltico da Rua Sebastião Muniz de Souza e a Rua 4, Bairro Parque Santo Antônio",30000,30000.0,0.0
130,2017,Urbanismo,Serviços Urbanos,SECRETARIA MUNICIPAL DAS PREFEITURAS REGIONAIS,1310,Recapeamento Asfáltico na Rua Ana Lucia de Amicis - Jardim Vera Cruz,30000,30000.0,0.0
131,2017,Urbanismo,Serviços Urbanos,SECRETARIA MUNICIPAL DAS PREFEITURAS REGIONAIS,1311,Recapeamento da Avenida Bento de Souza - Piraporinha,30000,30000.0,0.0
132,2017,Urbanismo,Serviços Urbanos,SECRETARIA MUNICIPAL DAS PREFEITURAS REGIONAIS,1312,Recapeamento da Rua Audálio Gonçalves dos Santos-Jardim Thomas,30000,21000.0,0.0
133,2017,Urbanismo,Serviços Urbanos,SECRETARIA MUNICIPAL DAS PREFEITURAS REGIONAIS,1313,Recapeamento da Rua da Safra - COHAB Adventista,30000,30000.0,0.0
134,2017,Urbanismo,Serviços Urbanos,SECRETARIA MUNICIPAL DAS PREFEITURAS REGIONAIS,1314,Recapeamento da Rua Quetena - Piraporinha,30000,30000.0,0.0
135,2017,Urbanismo,Serviços Urbanos,SECRETARIA MUNICIPAL DAS PREFEITURAS REGIONAIS,1315,"Recapeamento Asfáltico da Rua da Alice Leo, Parque Cristina - Capão Redondo",30000,8000.0,0.0
136,2017,Urbanismo,Serviços Urbanos,SECRETARIA MUNICIPAL DAS PREFEITURAS REGIONAIS,1316,Recapeamento da Rua Amilton - Parque Europa,30000,1000.0,0.0
137,2017,Urbanismo,Serviços Urbanos,SECRETARIA MUNICIPAL DAS PREFEITURAS REGIONAIS,1317,Recapeamento Rua da Costa Nova do Prado - Jardim Comercial,30000,30000.0,0.0
138,2017,Urbanismo,Serviços Urbanos,SECRETARIA MUNICIPAL DAS PREFEITURAS REGIONAIS,1318,"Recapeamento da Rua Jesuíno de Brito / FÓ (Trecho entre a Av. Paula Ferreira e Rua Antonieta Leitão) e da Rua Izabel Velho - Freguesia do Ó, Capeamento da Rua Huletia - Brasilândia, e Capeamento da Travessa Bacajaí -Sítio Morro Grande.",370000,370000.0,0.0
139,2017,Urbanismo,Serviços Urbanos,SECRETARIA MUNICIPAL DAS PREFEITURAS REGIONAIS,1322,Recapeamento em Ruas e Avenidas na Região da Subprefeitura da Mooca.,3000000,860000.0,0.0
140,2017,Urbanismo,Serviços Urbanos,SECRETARIA MUNICIPAL DAS PREFEITURAS REGIONAIS,1560,Recapeamento da Rua Jurubeba de Campo - Jardim Panorama - Distrito do São Lucas/Subprefeitura de Vila Prudente,30000,30000.0,0.0
141,2017,Urbanismo,Serviços Urbanos,SECRETARIA MUNICIPAL DAS PREFEITURAS REGIONAIS,1561,Recapeamento da Rua José Narciso Menezes do número 21 ao 31 (quarteirão) - Vila União,30000,30000.0,0.0
142,2017,Urbanismo,Serviços Urbanos,SECRETARIA MUNICIPAL DAS PREFEITURAS REGIONAIS,1562,Recapeamento da Rua Miguel Jabur - Vila Tolstói,50000,50000.0,0.0
143,2017,Urbanismo,Serviços Urbanos,SECRETARIA MUNICIPAL DAS PREFEITURAS REGIONAIS,1586,"Obras de recapeamento das ruas: Marcos Tadeu Gouvêia, Elian Zayat, Daniel Auber e Maria Benedita Rodrigues, no Parque Santo Antônio",1200000,1200000.0,0.0
218,2017,Habitação,Infra-Estrutura Urbana,Secretaria Municipal de Habitação,1225,"Construção de Quadra Esportiva e Equipamentos para 3ª idade no Conjunto Habitacional localizado na Rua Coronel Euclides Machado, 30 - Bloco 1 - Bairro do Limão",100000,100000.0,0.0
219,2017,Habitação,Infra-Estrutura Urbana,Secretaria Municipal de Habitação,1564,"Projetos de urbanização de favelas nos Distritos de São Mateus, Sapopemba e Itaim Paulista",500000,500000.0,0.0
220,2017,Habitação,Infra-Estrutura Urbana,Secretaria Municipal de Habitação,1600,"Urbanização de Favelas, Obras e Serviços em Prol da População de São Paulo",1000000,1000000.0,0.0
221,2017,Habitação,Infra-Estrutura Urbana,Secretaria Municipal de Habitação,1601,Programa de Regularização Fundiária da Secretaria Municipal de Habitação,300000,300000.0,0.0
222,2017,Habitação,Infra-Estrutura Urbana,Secretaria Municipal de Habitação,1602,Construção de Unidades Habitacionais,300000,300000.0,0.0
223,2017,Habitação,Infra-Estrutura Urbana,Secretaria Municipal de Habitação,1985,Melhorias e qualificação da estrutura do Centro Poliesportivo da Rua Comandante Taylor,100000,0.0,0.0
224,2017,Habitação,Infra-Estrutura Urbana,Secretaria Municipal de Habitação,1986,Reforma de quadra poliesportiva da Rua Comandante Taylor,250000,250000.0,0.0
225,2017,Habitação,Infra-Estrutura Urbana,Secretaria Municipal de Habitação,1991,Construção de Moradias Populares por Autogestão,20000000,20000000.0,0.0
244,2017,Educação,Administração Geral,Secretaria Municipal de Educação,1219,Melhoria da Qualidade e Ampliação do Acesso à Educação na Rede Municipal de Ensino,200000,200000.0,0.0
245,2017,Educação,Administração Geral,Secretaria Municipal de Educação,1227,Projetos de Programas de Desenvolvimento de Ensino,3000000,3000000.0,0.0
250,2017,Educação,Administração Geral,Secretaria Municipal de Educação,2176,Recursos para Semana Municipal de Incentivo ao Estudo e à Leitura,50000,50000.0,0.0
307,2017,Educação,Ensino Fundamental,Secretaria Municipal de Educação,1211,Revitalização da Fachada Externa da EMEF Raul de Leoni,60000,60000.0,0.0
308,2017,Educação,Ensino Fundamental,Secretaria Municipal de Educação,1650,Construção de Galpão para Uso Cultural e Esportivo na E.M.E.F. Dr. Sócrates Brasileiro Sampaio de Souza Vieira de Oliveira,1000000,1000000.0,0.0
310,2017,Educação,Educação Infantil,Secretaria Municipal de Educação,1210,Aquisição de Equipamentos pela CEI Cataria Laboure,30000,30000.0,0.0
311,2017,Educação,Educação Infantil,Secretaria Municipal de Educação,1226,Instalação de Elevador na CEI Menino Jesus,300000,300000.0,0.0
312,2017,Educação,Educação Infantil,Secretaria Municipal de Educação,1235,Adequação e Manutenção de CEIs do Município de São Paulo,300000,300000.0,0.0
313,2017,Educação,Educação Infantil,Secretaria Municipal de Educação,1603,"Reforma do Pq dos Berçários, Reforma do Pq. Grande. Construção de um Refeitório para os Funcionários da escola. Reforma do Estacionamento da CEI Susana de Campos",150000,150000.0,0.0
314,2017,Educação,Educação Infantil,Secretaria Municipal de Educação,1641,Reforma de Equipamento: Creche,110000,110000.0,0.0
315,2017,Educação,Educação Infantil,Secretaria Municipal de Educação,1642,Reforma para Ampliação de Salas de Atendimento Infantil,230000,230000.0,0.0
316,2017,Educação,Educação Infantil,Secretaria Municipal de Educação,1646,"Reforma da Emei Grajaú, Localizada na Rua Alba Valdez 101, Jd Reimberg",200000,200000.0,0.0
317,2017,Educação,Educação Infantil,Secretaria Municipal de Educação,1647,Reforma e Requalificação da Creche Santa Terezinha - Rua Major Victorino De Souza Rocha - Jd Santa Terezinha - Itaquera,100000,100000.0,0.0
318,2017,Educação,Educação Infantil,Secretaria Municipal de Educação,1648,Reforma e Aquisição de Equipamentos - Centro de Educação Infantil Maranata CNPJ: 50.535.376/0001-79,100000,100000.0,0.0
319,2017,Educação,Educação Infantil,Secretaria Municipal de Educação,1649,Reforma e Aquisição de Equipamentos - Emei Antônio Callado CNPJ: 02.547.200/0001-94,50000,50000.0,0.0
320,2017,Educação,Educação Infantil,Secretaria Municipal de Educação,2174,"Projetos Sociais, Reforma e Aquisição de Equipamentos - Associação Cristã Luiz Carlos Elo de Amor Casa da Criança - CNPJ: 43.970.029/0001-09",50000,50000.0,0.0
321,2017,Educação,Educação Infantil,Secretaria Municipal de Educação,2177,"Programa Destinado à Ampliação e Qualificação da Primeira Infância nos Seus Mais Diversos Aspectos, Com Possibilidade de Remanejamento",0,1500000.0,0.0
322,2017,Educação,Educação Infantil,Secretaria Municipal de Educação,2177,"Programa Destinado à Ampliação e Qualificação da Primeira Infância nos Seus Mais Diversos Aspectos, Com Possibilidade de Remanejamento",1500000,0.0,0.0
352,2017,Educação,Educação Básica,Secretaria Municipal de Educação,2175,"Aquisição De Equipamentos - Emebs Madre Lucie Bray, Cnpj: 62.569.918/0001-03",100000,100000.0,0.0
649,2017,Educação,Ensino Fundamental,Secretaria Municipal de Educação,1223,Reforma da EMEF Marechal Mallet,100000,100000.0,0.0
718,2017,Educação,Ensino Fundamental,Secretaria Municipal de Educação,1222,Reforma da EMEF Saturnino Pereira - Guaianases,100000,100000.0,0.0
780,2017,Educação,Ensino Fundamental,Secretaria Municipal de Educação,1990,Reforma da EMEF Visconde de Taunay - Estrada da Casa Grande - Sapopemba - DRE São Mateus,3000000,3000000.0,0.0
846,2017,Urbanismo,Infra-Estrutura Urbana,SECRETARIA MUNICPAL DE ESPORTES E LAZER,3033,Reforma e Revitalização Ceret - Centro Esportivo Recreativo e Educativo do Trabalhador - Rua Canuto Abreu S/N - CEP 03336-060,363636,0.0,0.0
860,2017,Desporto e Lazer,Desporto de Rendimento,SECRETARIA MUNICPAL DE ESPORTES E LAZER,1175,Realização de Campeonato de Skate Vertical Pela Federação Paulista de Skate,90909,0.0,0.0
861,2017,Desporto e Lazer,Desporto de Rendimento,SECRETARIA MUNICPAL DE ESPORTES E LAZER,1177,"Realização da Corrida da Independência, Corrida de Rua do Circuito JJS na Cidade de São Paulo",90909,90909.0,0.0
862,2017,Desporto e Lazer,Desporto de Rendimento,SECRETARIA MUNICPAL DE ESPORTES E LAZER,1181,Associação Paulista de Desportos - Organização de Evento Esportivo - CNPJ 12.499.480/0001-66,136363,0.0,0.0
863,2017,Desporto e Lazer,Desporto de Rendimento,SECRETARIA MUNICPAL DE ESPORTES E LAZER,1183,Campeonato de Futebol Amador de São Mateus - 2017 - Associação Butantã Atlético Clube,190909,0.0,0.0
864,2017,Desporto e Lazer,Desporto de Rendimento,SECRETARIA MUNICPAL DE ESPORTES E LAZER,1184,Campeonato Paulista de Karatê - Adulto - Federação Paulista de Karatê,168181,0.0,0.0
865,2017,Desporto e Lazer,Desporto de Rendimento,SECRETARIA MUNICPAL DE ESPORTES E LAZER,1185,Campeonato Paulista de Kung-Fú Tradicional - Federação Paulista de Kung-Fú Tradicional,168181,0.0,0.0
866,2017,Desporto e Lazer,Desporto de Rendimento,SECRETARIA MUNICPAL DE ESPORTES E LAZER,1186,Torneio de Taekwondo Maximu'S - Organização Desportiva e Cultural Olho do Futuro,109090,0.0,0.0
867,2017,Desporto e Lazer,Desporto de Rendimento,SECRETARIA MUNICPAL DE ESPORTES E LAZER,1187,"Campeonato de Futebol do 1º de Maio Futebol Clube, Rua Eleonora Cintra, 130 - Tatuapé",136363,0.0,0.0
868,2017,Desporto e Lazer,Desporto de Rendimento,SECRETARIA MUNICPAL DE ESPORTES E LAZER,1188,"Campeonatos de Bocha da Federação Paulista de Bocha e Bolão, Rua Visconde de Itaboraí, 328 - 2º Andar - V. Azevedo",45454,0.0,0.0
869,2017,Desporto e Lazer,Desporto de Rendimento,SECRETARIA MUNICPAL DE ESPORTES E LAZER,1189,"Realização do Campeonato de Futebol do Vila Paris Futebol Clube, Rua Bonsucesso, 1083 - Cidade Mãe do Céu",90909,90909.0,0.0
870,2017,Desporto e Lazer,Desporto de Rendimento,SECRETARIA MUNICPAL DE ESPORTES E LAZER,1190,Torneios de Bocha da Liga União dos Clubes de Bocha da Cidade de São Paulo,45454,0.0,0.0
871,2017,Desporto e Lazer,Desporto de Rendimento,SECRETARIA MUNICPAL DE ESPORTES E LAZER,3042,Confederação Brasileira de Atletismo - Projeto Campeonato Brasileira de Atletismo,181818,181818.0,0.0
881,2017,Desporto e Lazer,Desporto Comunitário,SECRETARIA MUNICPAL DE ESPORTES E LAZER,1173,Realização de Eventos Esportivos pela Associação Paulista Desportiva,90909,0.0,0.0
882,2017,Desporto e Lazer,Desporto Comunitário,SECRETARIA MUNICPAL DE ESPORTES E LAZER,1176,Execução de Eventos Pontuais de Competência da Secretaria Municipal de Esportes,1363636,80000.0,0.0
883,2017,Desporto e Lazer,Desporto Comunitário,SECRETARIA MUNICPAL DE ESPORTES E LAZER,1182,Projeto Futebol e Arte - CDC - Vila Piauí,63636,63636.0,0.0
885,2017,Desporto e Lazer,Desporto Comunitário,SECRETARIA MUNICPAL DE ESPORTES E LAZER,1992,Implantação de Cobertura em Quadra de Gateball localizada no Clube da Comunidade Jardim São Vicente,386363,0.0,0.0
886,2017,Desporto e Lazer,Desporto Comunitário,SECRETARIA MUNICPAL DE ESPORTES E LAZER,1993,Reforma e Requalificação de Equipamentos Esportivos no Âmbito da Secretaria Municipal de Esportes,636363,20000.0,0.0
887,2017,Desporto e Lazer,Desporto Comunitário,SECRETARIA MUNICPAL DE ESPORTES E LAZER,1994,Reforma e Adequação do Centro Esportivo Jardim São Paulo,363636,363636.0,0.0
888,2017,Desporto e Lazer,Desporto Comunitário,SECRETARIA MUNICPAL DE ESPORTES E LAZER,1995,Reforma e Adequação do Centro Esportivo Santana,181818,11818.0,0.0
889,2017,Desporto e Lazer,Desporto Comunitário,SECRETARIA MUNICPAL DE ESPORTES E LAZER,1996,Reforma e Adequação do Centro Esportivo Vila Guilherme,181818,11818.0,0.0
890,2017,Desporto e Lazer,Desporto Comunitário,SECRETARIA MUNICPAL DE ESPORTES E LAZER,1997,"Manutenção e Aquisição de Equipamento para o CDC - Centro Desportivo Comunitário - Liderança, Situado à Rua Coração de Bugre, S/N",45454,0.0,0.0
891,2017,Desporto e Lazer,Desporto Comunitário,SECRETARIA MUNICPAL DE ESPORTES E LAZER,1998,"Administração da Unidade, Reforma de Arquibancadas e Vestiários do CDC Ferradura na Área Pública, localizado na Rua Adelino Fontora - Jardim Jabaquara",27272,0.0,0.0
892,2017,Desporto e Lazer,Desporto Comunitário,SECRETARIA MUNICPAL DE ESPORTES E LAZER,1999,"Reforma e Requalificação com Cobertura, Arquibancada e Vestiários, com Implantação de Equipamentos para Terceira Idade com Playground no CDC, Vila Gilda",27272,1000.0,0.0
893,2017,Desporto e Lazer,Desporto Comunitário,SECRETARIA MUNICPAL DE ESPORTES E LAZER,2193,Realização de Eventos Continuados no Âmbito da Secretaria Municipal de Esportes,454545,0.0,0.0
894,2017,Desporto e Lazer,Desporto Comunitário,SECRETARIA MUNICPAL DE ESPORTES E LAZER,2195,"Manutenção, Adequação e Desenvolvimento de Programas e Projetos em CDC's",909090,0.0,0.0
895,2017,Desporto e Lazer,Desporto Comunitário,SECRETARIA MUNICPAL DE ESPORTES E LAZER,3002,"Implantação e Requalificação de Área Social e Reforma da Quadra Poliesportiva com Implantação de ATI no CDC Caveirinha na Rua Servidão São Marcos, S/N",27272,1000.0,0.0
896,2017,Desporto e Lazer,Desporto Comunitário,SECRETARIA MUNICPAL DE ESPORTES E LAZER,3005,"Reforma da Área Scoial com Implantação de Cobertura da Arquibancada do CDC Paulo Raimundo da Área Municípal, na Rua Matteo Revett, S/N",27272,1000.0,0.0
897,2017,Desporto e Lazer,Desporto Comunitário,SECRETARIA MUNICPAL DE ESPORTES E LAZER,3006,"Requalificação com Implantação da Sede Social, do CDC Parque Santo Antonio, localizado na Rua José Rodrigues Maciel, 510 - Parque Santo Antônio",27272,1000.0,0.0
898,2017,Desporto e Lazer,Desporto Comunitário,SECRETARIA MUNICPAL DE ESPORTES E LAZER,3007,"Requalificação e Reforma do Campo com Grama Sintética do CDC Getúlio Dorneles Vargas, localizado na Rua Sebastião Muniz de Souza, S/N - Parque Santo Antônio",27272,1000.0,0.0
899,2017,Desporto e Lazer,Desporto Comunitário,SECRETARIA MUNICPAL DE ESPORTES E LAZER,3008,"Refrorma e Requalificação do CDC Maria Felizarda com Implantação de Quadra Poliesportiva, Ilmuninação e Arquibancada e Troca de Grama Sintética no Campo Sociaty - Jardim Campo Grande",27272,1000.0,0.0
900,2017,Desporto e Lazer,Desporto Comunitário,SECRETARIA MUNICPAL DE ESPORTES E LAZER,3010,Reforma e Requalificação com Implantação de ATI e Reforma do Playground do CDC Israel Saraiva - Parque Figueira Grande,27272,1000.0,0.0
901,2017,Desporto e Lazer,Desporto Comunitário,SECRETARIA MUNICPAL DE ESPORTES E LAZER,3011,Reforma e Requalificação do CDC Jardim Ibirapuera com Troca de Grama Sintética e Implantação de ATI e Área Social,27272,1000.0,0.0
902,2017,Desporto e Lazer,Desporto Comunitário,SECRETARIA MUNICPAL DE ESPORTES E LAZER,3012,Reforma e Requalificação do CDC Ana Gonçalves de Souza com Implantação de Ginásio Poliesportivo - Jardim Guarujá,27272,27272.0,0.0
903,2017,Desporto e Lazer,Desporto Comunitário,SECRETARIA MUNICPAL DE ESPORTES E LAZER,3013,"Reforma e Requalificação com Implantação de ATI, Playground e Vestiários no CDC Joelma, Jardim São Luis",27272,1000.0,0.0
904,2017,Desporto e Lazer,Desporto Comunitário,SECRETARIA MUNICPAL DE ESPORTES E LAZER,3014,"Manutenção e Adequação no CDC São Rafael, Rua Ilda Laura Fracarolli S/N - Jd. São Rafael - Subprefeitura Capela do Socorro , Manutenção de Vestiários, Manutenção de Alambrados, Revitalização do Gramado Sintético e Revisão da Parte Elétrica",27272,27272.0,0.0
905,2017,Desporto e Lazer,Desporto Comunitário,SECRETARIA MUNICPAL DE ESPORTES E LAZER,3015,"Manutenção e Adequação no CDC Faria Lima, Rua São Jose do Rio Preto S/N - Grajaú - Subprefeitura Capela do Socorro , Manutenção de Vestiários, Manutenção de Alambrados, Revitalização Gramado Sintético e Revisão da Parte Elétrica",27272,27272.0,0.0
906,2017,Desporto e Lazer,Desporto Comunitário,SECRETARIA MUNICPAL DE ESPORTES E LAZER,3016,"Manutenção e Adequação no CDC Tranquedo Neves, Rua Professor Oscar Barreto Filho S/N - Parque America, Manutenção de Alambrados, Contrução Mini Arquibancada , Revitalização Gramado Sintético e Revisão da Parte Elétrica",27272,27272.0,0.0
907,2017,Desporto e Lazer,Desporto Comunitário,SECRETARIA MUNICPAL DE ESPORTES E LAZER,3017,"Manutenção e Adequação no CDC Jd. Iporanga, Manutenção de Alambrados, Revitalização Gramado Sintético, Revisão da Parte Elétrica e Academia ao Ar Livre",27272,27272.0,0.0
908,2017,Desporto e Lazer,Desporto Comunitário,SECRETARIA MUNICPAL DE ESPORTES E LAZER,3018,"Manutenção e Adequação no CDC Jd. Icarai, Rua Maestro Miguel Arquerons, Jd Icarai - Manutenção dos Vestiarios, dos Alambrados, Manutenção e Revitalização Gramado Sintético, Revisão da Parte Elétrica, Academia ao Ar Livre e Playground",27272,27272.0,0.0
909,2017,Desporto e Lazer,Desporto Comunitário,SECRETARIA MUNICPAL DE ESPORTES E LAZER,3019,"Complemento de Convênio - Comunidade Novo Glicério ""Projeto Clube Escola Comunidade Novo Glicério""",166363,166363.0,0.0
910,2017,Desporto e Lazer,Desporto Comunitário,SECRETARIA MUNICPAL DE ESPORTES E LAZER,3020,Reforma da Iluminação do Campo do CDC João Cavalcanti,70000,70000.0,0.0
911,2017,Desporto e Lazer,Desporto Comunitário,SECRETARIA MUNICPAL DE ESPORTES E LAZER,3021,"Reforma de Vestiário, Manutenção do Clube e Demais Atividades de Zeladoria no CDC - Clube da Comunidade - Jardim São Carlos",227272,227272.0,0.0
912,2017,Desporto e Lazer,Desporto Comunitário,SECRETARIA MUNICPAL DE ESPORTES E LAZER,3022,"Troca do Telhado do CDC Vinoca, localizado na Rua Vitor Roger, 35, Bairro Vila Nova Cachoeirinha",136363,0.0,0.0
913,2017,Desporto e Lazer,Desporto Comunitário,SECRETARIA MUNICPAL DE ESPORTES E LAZER,3023,"Instalação de Alambrado no CDC Jardim Cachoeira, localizado na Rua Monsenhor Paulo Fernandes de Barros, 28, Jardim Cachoeira",100000,0.0,0.0
914,2017,Desporto e Lazer,Desporto Comunitário,SECRETARIA MUNICPAL DE ESPORTES E LAZER,3024,"Implantação de Iluminação do CDC Vila Ursulina localizado na Avenida Otaviano Alves de Lima, 1881 - Pirituba",163636,0.0,0.0
915,2017,Desporto e Lazer,Desporto Comunitário,SECRETARIA MUNICPAL DE ESPORTES E LAZER,3025,"Manutenção e Adequação do CDC Vila da Paz - Rua Rio Tapajós S/N - Vila da Paz, Manutenção de Alambrados, Cobertura de Arquibancada, Revitalização Gramado Sintético, Revisão da Parte Elétrica e Aquisição de Aparelhos de Ginastica",27272,27272.0,0.0
916,2017,Desporto e Lazer,Desporto Comunitário,SECRETARIA MUNICPAL DE ESPORTES E LAZER,3026,Emenda para Manutenção e Adequação de CDC´S no Município de São Paulo,520000,0.0,0.0
917,2017,Desporto e Lazer,Desporto Comunitário,SECRETARIA MUNICPAL DE ESPORTES E LAZER,3028,"Readequações Gerais de Próprio Público e Colocação de Grama Sintética no Campo do CDC Veneza, Situado na Rua Padre Raimundo da Silva, 598 - Vila Califórnia",1090909,1090909.0,0.0
918,2017,Desporto e Lazer,Desporto Comunitário,SECRETARIA MUNICPAL DE ESPORTES E LAZER,3029,"Construção de Uma Quadra Society de Areia com Alambrado, Construção de Arquibancada ao Redor e Implantação de Academia ao Ar Livre, no CDC Lá Vai Bola, Situado na Rua Jean Meyer, 157 - Jardim Das Carmelitas",363636,363636.0,0.0
